id,slug,title,url,sector_clean,sector_confidence,country_clean,country_confidence,year_clean,year_method,year_confidence,report_type_clean,type_note,type_confidence,assurance_clean,is_assured_raw,sroi_ratio_value,ratio_confidence,total_investment_raw,stakeholder_mentions,has_pdf,has_text,text_length,p1_involve_stakeholders,p2_understand_changes,p3_value_what_matters,p4_only_material,p5_do_not_overclaim,p6_be_transparent,p7_verify_result,p8_be_responsive,quality_total,quality_pct,n_quality_flags
224,cab-volunteering-how-everyone-benefits-the-value-of-cab-volunteering-to-individuals-communities-and-society,Reports Database:CAB volunteering – how everyone benefits. The value of CAB volunteering to individu,https://socialvalueuk.org/reports/cab-volunteering-how-everyone-benefits-the-value-of-cab-volunteering-to-individuals-communities-and-society/,employment,MEDIUM,Unknown,NONE,2014,modal_3000chars,LOW,Evaluative,assumed_evaluative,LOW,0,0,,N/A,"cost of £1,700.3",0,1,1,5000,1,1,1,0,0,1,1,1,6,37.5,3
225,citizens-advice-bureau-our-impact-on-consumer-choices,Reports Database:Citizens Advice Bureau: our impact on consumer choices,https://socialvalueuk.org/reports/citizens-advice-bureau-our-impact-on-consumer-choices/,employment,LOW,Unknown,NONE,,scraped_date_fallback,NONE,Evaluative,assumed_evaluative,LOW,0,0,,N/A,,0,1,1,4461,2,1,0,1,0,1,0,0,5,31.2,2
226,citizens-advice-bureau-our-impact-on-debt-and-finances,Reports Database:Citizens Advice Bureau: our impact on debt and finances,https://socialvalueuk.org/reports/citizens-advice-bureau-our-impact-on-debt-and-finances/,other,LOW,Unknown,NONE,,scraped_date_fallback,NONE,Evaluative,assumed_evaluative,LOW,0,0,,N/A,,0,1,0,0,,,,,,,,,,,0
227,the-national-autistic-society-impact-report-2014,Reports Database:The National Autistic Society Impact Report 2014,https://socialvalueuk.org/reports/the-national-autistic-society-impact-report-2014/,disability,LOW,UK,MEDIUM,2014,modal_800chars,MEDIUM,Evaluative,assumed_evaluative,LOW,0,0,,N/A,,0,1,1,5000,1,1,0,0,0,1,1,0,4,25.0,2
228,national-energy-action-annual-impact-report-2013-2014,Reports Database:National Energy Action Annual Impact Report 2013-2014,https://socialvalueuk.org/reports/national-energy-action-annual-impact-report-2013-2014/,social_inclusion,MEDIUM,UK,HIGH,2013,title,MEDIUM,Evaluative,assumed_evaluative,LOW,0,0,,N/A,,5,1,1,5000,1,1,0,0,0,1,1,0,4,25.0,2
229,lem-report-3-measuring-museum-impacts,Reports Database:LEM Report 3: Measuring Museum Impacts,https://socialvalueuk.org/reports/lem-report-3-measuring-museum-impacts/,arts_culture,MEDIUM,Australia,LOW,2010,modal_3000chars,LOW,Evaluative,assumed_evaluative,LOW,0,0,,N/A,,3,1,1,5000,0,1,1,1,0,0,1,2,6,37.5,3
230,quick-reads-impact-evaluation-report-2012-13,Reports Database:Quick Reads Impact Evaluation Report 2012-13,https://socialvalueuk.org/reports/quick-reads-impact-evaluation-report-2012-13/,education,MEDIUM,UK,MEDIUM,2013,explicit_pattern,HIGH,Evaluative,assumed_evaluative,LOW,0,0,,N/A,,0,1,1,5000,1,1,1,0,0,1,1,1,6,37.5,5
231,fields-in-trust-impact-report-2013,Reports Database:Fields in Trust Impact Report 2013,https://socialvalueuk.org/reports/fields-in-trust-impact-report-2013/,elderly,LOW,UK,HIGH,2013,modal_800chars,MEDIUM,Evaluative,assumed_evaluative,LOW,0,0,,N/A,,0,1,1,5000,0,1,0,1,0,0,1,1,4,25.0,3
232,quids-in-the-impact-of-financial-skills-training-for-social-housing-tenants,Reports Database:Quids in: The impact of financial skills training for social housing tenants,https://socialvalueuk.org/reports/quids-in-the-impact-of-financial-skills-training-for-social-housing-tenants/,housing,MEDIUM,UK,MEDIUM,2012,explicit_pattern,HIGH,Evaluative,assumed_evaluative,LOW,0,0,,N/A,,0,1,1,5000,2,1,1,1,0,0,0,1,6,37.5,2
233,well-meet-again-dont-know-where-dont-know-when-supporting-community-visiting-in-essex-care-homes,"Reports Database:“We’ll meet again – don’t know where, don’t know when” Supporting Community Visitin",https://socialvalueuk.org/reports/well-meet-again-dont-know-where-dont-know-when-supporting-community-visiting-in-essex-care-homes/,education,LOW,UK,LOW,2014,explicit_pattern,HIGH,Evaluative,assumed_evaluative,LOW,0,0,,N/A,,0,1,1,5000,2,1,0,0,0,0,0,2,5,31.2,0
234,caring-dads-safer-children-interim-evaluation-report,Reports Database:Caring dads safer children: interim evaluation report,https://socialvalueuk.org/reports/caring-dads-safer-children-interim-evaluation-report/,health,LOW,Unknown,NONE,2014,explicit_pattern,HIGH,Evaluative,assumed_evaluative,LOW,0,0,,N/A,,0,1,1,5000,2,1,1,0,0,2,0,1,7,43.8,1
235,baby-steps-evidence-from-a-relationships-based-perinatal-education-programme,Reports Database:Baby Steps: evidence from a relationships-based perinatal education programme,https://socialvalueuk.org/reports/baby-steps-evidence-from-a-relationships-based-perinatal-education-programme/,education,MEDIUM,Unknown,NONE,2015,explicit_pattern,HIGH,Evaluative,assumed_evaluative,LOW,0,0,,N/A,,0,1,1,5000,0,1,1,0,0,2,1,1,6,37.5,2
236,helping-parents-cope-with-babies-crying-evaluation-of-a-pilot-programme-to-prevent-non-accidental-head-injury,Reports Database:Helping parents cope with babies’ crying: Evaluation of a pilot programme to preven,https://socialvalueuk.org/reports/helping-parents-cope-with-babies-crying-evaluation-of-a-pilot-programme-to-prevent-non-accidental-head-injury/,disability,LOW,UK,MEDIUM,2014,explicit_pattern,HIGH,Evaluative,assumed_evaluative,LOW,0,0,,N/A,,0,1,1,5000,0,1,0,0,0,2,0,0,3,18.8,0
237,turn-the-page-learning-from-a-manualised-approach-to-treating-harmful-sexual-behaviour,Reports Database:Turn the Page: learning from a  manualised approach to treating harmful sexual beha,https://socialvalueuk.org/reports/turn-the-page-learning-from-a-manualised-approach-to-treating-harmful-sexual-behaviour/,housing,LOW,UK,MEDIUM,2014,explicit_pattern,HIGH,Evaluative,assumed_evaluative,LOW,0,0,,N/A,,0,1,1,5000,1,1,0,1,0,2,1,1,7,43.8,2
238,contact-the-elderly-impact-report-201213,Reports Database:Contact the Elderly Impact Report 2012/13,https://socialvalueuk.org/reports/contact-the-elderly-impact-report-201213/,elderly,MEDIUM,UK,HIGH,2012,explicit_pattern,HIGH,Forecast,keyword_match,MEDIUM,0,0,,N/A,,0,1,1,5000,0,1,0,0,0,1,0,0,2,12.5,1
239,case-kent-impact-report-2014,Reports Database:CASE Kent Impact Report 2014,https://socialvalueuk.org/reports/case-kent-impact-report-2014/,housing,LOW,UK,MEDIUM,2014,modal_800chars,LOW,Evaluative,assumed_evaluative,LOW,0,0,,N/A,,0,1,1,5000,0,1,1,0,0,1,0,0,3,18.8,2
240,give-gain-day-2013-wales-impact-report,Reports Database:Give & Gain Day 2013 Wales Impact Report,https://socialvalueuk.org/reports/give-gain-day-2013-wales-impact-report/,education,LOW,UK,HIGH,2013,explicit_pattern,HIGH,Evaluative,assumed_evaluative,LOW,0,0,,N/A,,0,1,1,5000,2,1,1,0,0,0,1,0,5,31.2,2
241,one-year-on-the-impact-of-our-2012-accelerator-course,Reports Database:One Year On: The impact of our 2012 Accelerator course,https://socialvalueuk.org/reports/one-year-on-the-impact-of-our-2012-accelerator-course/,housing,LOW,UK,LOW,2012,modal_800chars,LOW,Evaluative,assumed_evaluative,LOW,0,0,,N/A,,0,1,1,5000,1,1,0,0,0,0,0,1,3,18.8,2
243,measuring-the-difference-the-economic-and-social-impact-of-the-university-of-manchester,Reports Database:Measuring the Difference: the economic and social impact of the University of Manch,https://socialvalueuk.org/reports/measuring-the-difference-the-economic-and-social-impact-of-the-university-of-manchester/,education,MEDIUM,UK,MEDIUM,2013,modal_800chars,LOW,Evaluative,assumed_evaluative,LOW,0,0,,N/A,,0,1,1,5000,2,1,1,1,0,1,1,1,8,50.0,5
244,the-impact-of-universities-on-the-uk-economy,Reports Database:The Impact of Universities on the UK Economy,https://socialvalueuk.org/reports/the-impact-of-universities-on-the-uk-economy/,education,HIGH,UK,MEDIUM,2011,modal_3000chars,LOW,Evaluative,assumed_evaluative,LOW,0,0,,N/A,,0,1,1,5000,0,1,1,0,0,1,0,0,3,18.8,2
245,social-return-on-investment-for-the-vineburgh-regeneration-initiative,Reports Database:Social Return on Investment for the Vineburgh Regeneration Initiative,https://socialvalueuk.org/reports/social-return-on-investment-for-the-vineburgh-regeneration-initiative/,housing,HIGH,UK,MEDIUM,2014,explicit_pattern,HIGH,Forecast,keyword_match,MEDIUM,1,1,,N/A,"Input 

4",20,1,1,5000,2,2,1,2,2,2,2,0,13,81.2,1
247,onside-youth-zones-defining-the-impact-of-a-youth-zone,Reports Database:OnSide Youth Zones; Defining the Impact of a Youth Zone,https://socialvalueuk.org/reports/onside-youth-zones-defining-the-impact-of-a-youth-zone/,youth,LOW,UK,MEDIUM,2015,explicit_pattern,HIGH,Evaluative,assumed_evaluative,LOW,0,0,,N/A,,3,1,1,5000,2,1,0,0,0,1,1,1,6,37.5,3
248,transforming-lives-the-social-return-on-habitats-work-in-canada,Reports Database:Transforming Lives; The Social Return on Habitat’s Work in Canada,https://socialvalueuk.org/reports/transforming-lives-the-social-return-on-habitats-work-in-canada/,housing,MEDIUM,Canada,MEDIUM,2015,explicit_pattern,HIGH,Evaluative,assumed_evaluative,LOW,0,0,,N/A,,0,1,1,5000,2,1,0,1,0,0,0,0,4,25.0,1
249,crest-co-operatives-social-impact-report-201415,Reports Database:Crest Co-operative’s Social Impact Report 2014/15,https://socialvalueuk.org/reports/crest-co-operatives-social-impact-report-201415/,housing,LOW,UK,MEDIUM,2014,explicit_pattern,HIGH,Evaluative,assumed_evaluative,LOW,0,0,,N/A,,2,1,1,5000,1,1,1,1,0,1,0,1,6,37.5,5
250,measuring-the-impact-of-community-mobilisers,Reports Database:Measuring the Impact of Community Mobilisers,https://socialvalueuk.org/reports/measuring-the-impact-of-community-mobilisers/,community,MEDIUM,Unknown,NONE,,scraped_date_fallback,NONE,Evaluative,assumed_evaluative,LOW,0,0,,N/A,investment of £1,5,1,1,5000,0,2,2,1,0,0,0,0,5,31.2,1
252,medicine-hat-family-services-new-ways-for-families-nwff,Reports Database:Medicine Hat Family Services New Ways For Families (NWFF),https://socialvalueuk.org/reports/medicine-hat-family-services-new-ways-for-families-nwff/,housing,LOW,Canada,MEDIUM,,scraped_date_fallback,NONE,Evaluative,assumed_evaluative,LOW,0,0,,N/A,,0,1,1,5000,1,2,2,0,0,1,1,0,7,43.8,3
253,measuring-tourisms-impact-a-pilot-study-in-cyprus,Reports Database:Measuring Tourism’s Impact A Pilot Study in Cyprus,https://socialvalueuk.org/reports/measuring-tourisms-impact-a-pilot-study-in-cyprus/,arts_culture,MEDIUM,Unknown,NONE,2015,modal_3000chars,LOW,Evaluative,assumed_evaluative,LOW,0,0,,N/A,,6,1,1,5000,0,1,1,1,0,2,0,2,7,43.8,2
254,hct-group-impact-report-2015,Reports Database:HCT Group Impact Report 2015,https://socialvalueuk.org/reports/hct-group-impact-report-2015/,employment,LOW,UK,LOW,2015,title,MEDIUM,Evaluative,assumed_evaluative,LOW,0,0,,N/A,,0,1,1,5000,0,1,1,0,0,0,1,0,3,18.8,2
255,shedherds-bush-housing-group-consolidated-impact-report-201314,Reports Database:Shedherd’s Bush Housing Group Consolidated Impact Report 2013/14,https://socialvalueuk.org/reports/shedherds-bush-housing-group-consolidated-impact-report-201314/,housing,LOW,UK,MEDIUM,2014,explicit_pattern,HIGH,Evaluative,assumed_evaluative,LOW,0,0,,N/A,,4,1,1,5000,0,1,1,0,0,0,0,1,3,18.8,2
256,rural-womens-gathering,Reports Database:Rural Women’s Gathering,https://socialvalueuk.org/reports/rural-womens-gathering/,disability,LOW,Australia,HIGH,2015,explicit_pattern,HIGH,Evaluative,assumed_evaluative,LOW,0,0,,N/A,,4,1,1,5000,1,1,1,0,0,1,1,0,5,31.2,3
257,microvest-social-impact-report-2015,Reports Database:Microvest Social Impact Report 2015,https://socialvalueuk.org/reports/microvest-social-impact-report-2015/,housing,LOW,Unknown,NONE,2015,modal_800chars,LOW,Evaluative,assumed_evaluative,LOW,0,0,,N/A,,0,1,1,5000,0,1,1,0,0,2,0,1,5,31.2,2
258,sroi-of-jobs-at-home-for-thrive-homes-watford-community-housing-trust,Reports Database:SROI of Jobs at Home for Thrive Homes & Watford Community Housing Trust,https://socialvalueuk.org/reports/sroi-of-jobs-at-home-for-thrive-homes-watford-community-housing-trust/,housing,MEDIUM,UK,MEDIUM,2014,explicit_pattern,HIGH,Forecast,keyword_match,MEDIUM,0,0,,N/A,investment of £1,16,1,1,5000,1,2,1,2,2,1,0,0,9,56.2,3
259,constructing-equality-liverpool-pride-sroi-2014,Reports Database:Constructing Equality: Liverpool Pride SROI 2014,https://socialvalueuk.org/reports/constructing-equality-liverpool-pride-sroi-2014/,housing,LOW,UK,MEDIUM,2014,modal_800chars,MEDIUM,Evaluative,assumed_evaluative,LOW,0,0,,N/A,,19,1,1,5000,1,1,1,1,0,1,1,0,6,37.5,6
260,inspiring-futures-volunteering-for-wellbeing-year-1-executive-summary-report-2013-2014,Reports Database:Inspiring Futures: volunteering for wellbeing. Year 1 Executive Summary Report 2013,https://socialvalueuk.org/reports/inspiring-futures-volunteering-for-wellbeing-year-1-executive-summary-report-2013-2014/,health,LOW,UK,MEDIUM,2011,explicit_pattern,HIGH,Evaluative,assumed_evaluative,LOW,0,0,,N/A,,14,1,1,5000,2,2,2,0,0,0,0,2,8,50.0,0
261,cufa-social-return-on-investment-report-2014,Reports Database:CUFA Social Return on Investment Report 2014,https://socialvalueuk.org/reports/cufa-social-return-on-investment-report-2014/,social_inclusion,MEDIUM,Australia,MEDIUM,2013,explicit_pattern,HIGH,Evaluative,assumed_evaluative,LOW,0,0,,N/A,"investment  of 
$1,974,758",2,1,1,5000,0,1,2,1,0,1,0,0,5,31.2,2
262,an-evidence-based-report-on-the-economic-impact-of-weaver-vale-housing-trust,Reports Database:An evidence based report on the economic impact of Weaver Vale Housing Trust,https://socialvalueuk.org/reports/an-evidence-based-report-on-the-economic-impact-of-weaver-vale-housing-trust/,employment,MEDIUM,UK,LOW,2015,explicit_pattern,HIGH,Evaluative,assumed_evaluative,LOW,0,0,,N/A,,0,1,1,5000,2,1,1,0,0,2,1,0,7,43.8,2
263,the-social-value-of-solar-lights-in-africa-to-replace-the-use-of-kerosene-scoping-report,Reports Database:The social value of solar lights in Africa to replace the use of kerosene. Scoping ,https://socialvalueuk.org/reports/the-social-value-of-solar-lights-in-africa-to-replace-the-use-of-kerosene-scoping-report/,health,MEDIUM,UK,MEDIUM,2014,explicit_pattern,HIGH,Scoping,keyword_match,MEDIUM,0,0,,N/A,,4,1,1,5000,1,1,1,1,0,2,0,2,8,50.0,2
265,an-evaluation-of-stick-n-step-charity-in-wirral-merseyside,"Reports Database:An evaluation of Stick ‘n’ Step charity in Wirral, Merseyside",https://socialvalueuk.org/reports/an-evaluation-of-stick-n-step-charity-in-wirral-merseyside/,health,MEDIUM,UK,HIGH,2014,explicit_pattern,HIGH,Evaluative,conflict_resolved,LOW,0,0,,N/A,"investment  of  £317,053",8,1,1,5000,2,2,1,0,0,1,0,1,7,43.8,2
267,impact-report-the-savoy,Reports Database:Impact Report: The Savoy,https://socialvalueuk.org/reports/impact-report-the-savoy/,housing,HIGH,USA,MEDIUM,2014,modal_3000chars,LOW,Evaluative,assumed_evaluative,LOW,0,0,,N/A,,0,1,1,5000,0,1,0,0,0,1,0,0,2,12.5,2
269,making-a-difference-for-children-and-families-home-starts-social-impact-report-2014,Reports Database:Making a difference for children and families. Home-Start’s social impact report 20,https://socialvalueuk.org/reports/making-a-difference-for-children-and-families-home-starts-social-impact-report-2014/,housing,MEDIUM,UK,MEDIUM,2014,modal_800chars,MEDIUM,Evaluative,assumed_evaluative,LOW,1,1,,N/A,,0,1,1,5000,0,1,0,0,0,1,1,0,3,18.8,2
270,manor-house-development-trust-social-return-on-investment-2009-2015,Reports Database:Manor House Development Trust Social Return on Investment 2009-2015,https://socialvalueuk.org/reports/manor-house-development-trust-social-return-on-investment-2009-2015/,housing,LOW,UK,MEDIUM,2009,modal_800chars,LOW,Evaluative,assumed_evaluative,LOW,0,0,,N/A,INVESTMENT   2009,1,1,1,1735,2,1,1,0,0,1,0,0,5,31.2,2
271,communities-in-schools-of-mid-america-at-tulsa-impact-report,Reports Database:Communities in Schools of Mid-America at Tulsa Impact Report,https://socialvalueuk.org/reports/communities-in-schools-of-mid-america-at-tulsa-impact-report/,education,HIGH,USA,MEDIUM,,scraped_date_fallback,NONE,Evaluative,assumed_evaluative,LOW,0,0,,N/A,,0,1,1,5000,0,1,0,0,0,1,0,1,3,18.8,2
272,the-troubled-families-programme-a-process-impact-and-social-return-on-investment-analysis,"Reports Database:The troubled families programme: A process, impact and social return on investment ",https://socialvalueuk.org/reports/the-troubled-families-programme-a-process-impact-and-social-return-on-investment-analysis/,education,MEDIUM,UK,MEDIUM,2014,modal_800chars,LOW,Evaluative,assumed_evaluative,LOW,0,0,,N/A,,0,1,1,5000,2,1,0,1,0,1,1,2,8,50.0,3
273,construction-youth-trusts-summerfield-community-centre-practical-project-forecast-social-return-on-investment-sroi-analysis,Reports Database:Construction Youth Trust’s Summerfield Community Centre Practical Project Forecast ,https://socialvalueuk.org/reports/construction-youth-trusts-summerfield-community-centre-practical-project-forecast-social-return-on-investment-sroi-analysis/,youth,LOW,Unknown,NONE,,scraped_date_fallback,NONE,Forecast,keyword_match,MEDIUM,0,0,,N/A,,0,1,0,51,,,,,,,,,,,0
274,the-sleeping-giant-a-social-return-on-investment-report-on-supply-nation-certified-supplier,Reports Database:The Sleeping Giant. A Social Return on Investment Report on Supply Nation Certified,https://socialvalueuk.org/reports/the-sleeping-giant-a-social-return-on-investment-report-on-supply-nation-certified-supplier/,arts_culture,MEDIUM,Australia,MEDIUM,2009,modal_800chars,LOW,Evaluative,assumed_evaluative,LOW,0,0,,N/A,,3,1,1,5000,0,0,1,0,1,0,0,0,2,12.5,2
275,the-social-inclusion-value-of-buses-marchwood,Reports Database:The Social Inclusion Value of Buses – Marchwood,https://socialvalueuk.org/reports/the-social-inclusion-value-of-buses-marchwood/,housing,LOW,UK,MEDIUM,,scraped_date_fallback,NONE,Evaluative,assumed_evaluative,LOW,0,0,,N/A,,0,1,1,5000,1,1,1,0,0,1,0,0,4,25.0,2
276,measuring-the-size-and-scope-of-the-voluntary-and-community-sector-in-the-liverpool-city-region,Reports Database:Measuring the size and scope of the voluntary and community sector in the Liverpool,https://socialvalueuk.org/reports/measuring-the-size-and-scope-of-the-voluntary-and-community-sector-in-the-liverpool-city-region/,employment,MEDIUM,UK,HIGH,2015,explicit_pattern,HIGH,Evaluative,assumed_evaluative,LOW,0,0,,N/A,,0,1,1,5000,0,1,1,1,0,1,1,1,6,37.5,5
277,people-helping-people-the-future-of-public-services,Reports Database:People Helping People: the future of public services,https://socialvalueuk.org/reports/people-helping-people-the-future-of-public-services/,employment,MEDIUM,UK,HIGH,2014,explicit_pattern,HIGH,Evaluative,assumed_evaluative,LOW,0,0,,N/A,,0,1,1,5000,1,1,1,0,0,0,0,0,3,18.8,3
278,real-lettings-property-social-impact-report-201415,Reports Database:Real Lettings Property Social Impact Report 2014/15,https://socialvalueuk.org/reports/real-lettings-property-social-impact-report-201415/,housing,HIGH,UK,MEDIUM,2014,explicit_pattern,HIGH,Evaluative,assumed_evaluative,LOW,0,0,,N/A,,0,1,1,5000,0,1,0,0,0,1,0,2,4,25.0,1
279,bikespace-social-impact-report-2015,Reports Database:Bikespace Social Impact Report 2015,https://socialvalueuk.org/reports/bikespace-social-impact-report-2015/,education,MEDIUM,UK,MEDIUM,2015,modal_800chars,MEDIUM,Evaluative,assumed_evaluative,LOW,0,0,,N/A,,0,1,1,3434,0,1,0,0,0,0,0,0,1,6.2,1
280,pohwer-community-advocacy-impact-report,Reports Database:POhWER Community Advocacy Impact Report,https://socialvalueuk.org/reports/pohwer-community-advocacy-impact-report/,disability,MEDIUM,UK,MEDIUM,,scraped_date_fallback,NONE,Evaluative,assumed_evaluative,LOW,0,0,,N/A,,0,1,1,5000,0,1,0,0,0,1,0,1,3,18.8,2
281,the-dame-kelly-holmes-trust-impact-report-20142015,Reports Database:The Dame Kelly Holmes Trust Impact Report 2014/2015,https://socialvalueuk.org/reports/the-dame-kelly-holmes-trust-impact-report-20142015/,housing,LOW,UK,LOW,2014,explicit_pattern,HIGH,Evaluative,assumed_evaluative,LOW,0,0,,N/A,costs of 16,7,1,1,5000,1,2,1,0,0,1,0,0,5,31.2,2
282,value-in-private-equity-where-social-meets-shareholder,Reports Database:Value in Private Equity – where social meets shareholder,https://socialvalueuk.org/reports/value-in-private-equity-where-social-meets-shareholder/,education,MEDIUM,UK,MEDIUM,2014,explicit_pattern,HIGH,Evaluative,assumed_evaluative,LOW,0,0,,N/A,,0,1,1,5000,0,1,1,0,0,2,0,0,4,25.0,0
283,bromford-social-value-report-2015,Reports Database:Bromford Social Value Report 2015,https://socialvalueuk.org/reports/bromford-social-value-report-2015/,employment,MEDIUM,UK,MEDIUM,2015,modal_800chars,LOW,Evaluative,assumed_evaluative,LOW,0,0,,N/A,"investment of 

£6.6",0,1,1,5000,0,1,1,0,2,1,1,1,7,43.8,4
284,belu-impact-report-2015,Reports Database:Belu Impact Report 2015,https://socialvalueuk.org/reports/belu-impact-report-2015/,environment,LOW,UK,HIGH,2011,modal_800chars,MEDIUM,Evaluative,assumed_evaluative,LOW,0,0,,N/A,,0,1,1,5000,0,1,1,1,0,1,0,1,5,31.2,4
285,achieving-schools-social-impact-assessment,Reports Database:Achieving Schools Social Impact Assessment,https://socialvalueuk.org/reports/achieving-schools-social-impact-assessment/,education,LOW,Unknown,NONE,2015,modal_800chars,LOW,Evaluative,assumed_evaluative,LOW,0,0,,N/A,,0,1,1,5000,1,1,1,1,0,0,0,0,4,25.0,3
286,accsys-technologies-plc-impact-report,Reports Database:Accsys Technologies PLC Impact Report,https://socialvalueuk.org/reports/accsys-technologies-plc-impact-report/,housing,MEDIUM,Unknown,NONE,2014,explicit_pattern,HIGH,Evaluative,assumed_evaluative,LOW,0,0,,N/A,,3,1,1,5000,1,1,1,0,0,1,0,0,4,25.0,3
287,the-aspen-intitute-alliance-for-artisan-enterprise-impact-report-2014,Reports Database:The Aspen Intitute Alliance for Artisan Enterprise Impact report 2014,https://socialvalueuk.org/reports/the-aspen-intitute-alliance-for-artisan-enterprise-impact-report-2014/,employment,LOW,USA,MEDIUM,2014,modal_800chars,MEDIUM,Evaluative,assumed_evaluative,LOW,0,0,,N/A,,0,1,1,5000,2,1,1,0,0,1,0,0,5,31.2,3
288,mybnk-impact-report-2013-14,Reports Database:MyBnk Impact Report 2013-14,https://socialvalueuk.org/reports/mybnk-impact-report-2013-14/,education,MEDIUM,UK,MEDIUM,2012,explicit_pattern,HIGH,Evaluative,assumed_evaluative,LOW,0,0,,N/A,,0,1,1,5000,2,1,0,1,0,1,0,1,6,37.5,4
289,key-fund-social-impact-report-2015,Reports Database:Key Fund Social Impact Report 2015,https://socialvalueuk.org/reports/key-fund-social-impact-report-2015/,housing,LOW,Unknown,NONE,2015,modal_800chars,LOW,Evaluative,assumed_evaluative,LOW,0,0,,N/A,"investments

300",0,1,1,5000,1,1,1,0,0,0,0,0,3,18.8,1
290,the-impact-of-long-term-engagement-on-empowerment-behaviour-change,Reports Database:The Impact of Long-Term Engagement on Empowerment & Behaviour Change,https://socialvalueuk.org/reports/the-impact-of-long-term-engagement-on-empowerment-behaviour-change/,community,MEDIUM,UK,MEDIUM,2009,modal_3000chars,LOW,Evaluative,assumed_evaluative,LOW,0,0,,N/A,,0,1,1,5000,1,1,1,0,0,1,1,1,6,37.5,5
291,social-impact-study-craft-employment-opportunities-a-report-for-cockpit-arts,Reports Database:Social Impact Study Craft Employment Opportunities. A Report for Cockpit Arts,https://socialvalueuk.org/reports/social-impact-study-craft-employment-opportunities-a-report-for-cockpit-arts/,employment,LOW,UK,MEDIUM,2015,explicit_pattern,HIGH,Evaluative,assumed_evaluative,LOW,0,0,,N/A,,7,1,1,5000,0,1,1,0,2,1,0,2,7,43.8,2
292,shared-interest-social-accounts-for-the-year-ended-30-september-2014,Reports Database:Shared Interest Social Accounts. For the year ended 30 September 2014.,https://socialvalueuk.org/reports/shared-interest-social-accounts-for-the-year-ended-30-september-2014/,elderly,LOW,UK,MEDIUM,2014,explicit_pattern,HIGH,Evaluative,assumed_evaluative,LOW,0,0,,N/A,,11,1,1,5000,1,1,1,1,0,1,0,1,6,37.5,4
293,social-enterprise-kent-social-impact-report-2013-14,Reports Database:Social Enterprise Kent Social Impact Report 2013-14,https://socialvalueuk.org/reports/social-enterprise-kent-social-impact-report-2013-14/,employment,MEDIUM,UK,MEDIUM,2013,modal_800chars,MEDIUM,Evaluative,assumed_evaluative,LOW,0,0,,N/A,,0,1,1,5000,1,1,1,0,0,0,1,1,5,31.2,4
294,pilotlight-impact-2015,Reports Database:Pilotlight Impact 2015,https://socialvalueuk.org/reports/pilotlight-impact-2015/,housing,LOW,Unknown,NONE,2014,modal_800chars,MEDIUM,Evaluative,assumed_evaluative,LOW,0,0,,N/A,,4,1,1,5000,1,2,0,0,0,1,1,1,6,37.5,3
295,school-home-support-impact-report-201415,Reports Database:School Home Support Impact Report 2014/15,https://socialvalueuk.org/reports/school-home-support-impact-report-201415/,education,HIGH,Unknown,NONE,2014,explicit_pattern,HIGH,Evaluative,assumed_evaluative,LOW,0,0,,N/A,,0,1,1,5000,1,2,0,0,0,2,1,1,7,43.8,3
297,enabling-enterprise-impact-report-2014,Reports Database:Enabling Enterprise Impact Report 2014,https://socialvalueuk.org/reports/enabling-enterprise-impact-report-2014/,education,HIGH,UK,MEDIUM,2014,modal_800chars,LOW,Evaluative,assumed_evaluative,LOW,0,0,,N/A,,0,1,1,5000,1,1,0,0,0,1,1,1,5,31.2,3
298,solaraid-impact-report-autumn-2015,Reports Database:SolarAid Impact Report Autumn 2015,https://socialvalueuk.org/reports/solaraid-impact-report-autumn-2015/,environment,LOW,USA,LOW,2015,modal_800chars,LOW,Evaluative,assumed_evaluative,LOW,0,0,,N/A,,0,1,1,5000,0,1,0,0,0,1,0,0,2,12.5,1
299,tottenham-hotspur-foundation-201415-social-audit-and-impact-report,Reports Database:Tottenham Hotspur Foundation 2014/15 Social Audit and Impact Report,https://socialvalueuk.org/reports/tottenham-hotspur-foundation-201415-social-audit-and-impact-report/,education,LOW,UK,MEDIUM,2014,explicit_pattern,HIGH,Evaluative,assumed_evaluative,LOW,0,0,,N/A,,1,1,1,5000,1,1,1,0,0,2,1,1,7,43.8,3
300,the-value-of-return-home-interviews-and-follow-up-support-when-young-people-go-missing-a-social-return-on-investment-analysis,Reports Database:The value of return home interviews and follow-up support when young people go miss,https://socialvalueuk.org/reports/the-value-of-return-home-interviews-and-follow-up-support-when-young-people-go-missing-a-social-return-on-investment-analysis/,housing,LOW,UK,MEDIUM,2015,modal_3000chars,LOW,Evaluative,assumed_evaluative,LOW,0,0,,N/A,,4,1,1,5000,1,2,1,0,0,2,2,2,10,62.5,1
301,counting-on-uncertainty-the-economic-case-for-community-based-adaptation-in-north-east-kenya,Reports Database:Counting on uncertainty: The economic case for community based adaptation in North-,https://socialvalueuk.org/reports/counting-on-uncertainty-the-economic-case-for-community-based-adaptation-in-north-east-kenya/,social_inclusion,MEDIUM,UK,LOW,,scraped_date_fallback,NONE,Evaluative,assumed_evaluative,LOW,0,0,,N/A,,1,1,1,5000,1,1,1,1,0,1,1,2,8,50.0,4
