id,slug,title,url,sector_clean,sector_confidence,country_clean,country_confidence,year_clean,year_method,year_confidence,report_type_clean,type_note,type_confidence,assurance_clean,is_assured_raw,sroi_ratio_value,ratio_confidence,total_investment_raw,stakeholder_mentions,has_pdf,has_text,text_length,p1_involve_stakeholders,p2_understand_changes,p3_value_what_matters,p4_only_material,p5_do_not_overclaim,p6_be_transparent,p7_verify_result,p8_be_responsive,quality_total,quality_pct,n_quality_flags
371,adult-and-community-learning-fund-forecast-of-sroi-of-silver-lining-at-the-sage-gateshead,Reports Database:Adult and Community Learning Fund: Forecast of SROI of Silver Lining at The Sage Ga,https://socialvalueuk.org/reports/adult-and-community-learning-fund-forecast-of-sroi-of-silver-lining-at-the-sage-gateshead/,education,MEDIUM,Unknown,NONE,2011,explicit_pattern,HIGH,Forecast,keyword_match,MEDIUM,0,0,,N/A,,6,1,1,5000,1,2,1,1,2,2,2,2,13,81.2,2
373,measuring-the-value-created-by-auckland-museums-moana-my-ocean-exhibition,Reports Database:Measuring the Value Created by Auckland Museum’s Moana – My Ocean Exhibition,https://socialvalueuk.org/reports/measuring-the-value-created-by-auckland-museums-moana-my-ocean-exhibition/,education,LOW,New Zealand,MEDIUM,2014,explicit_pattern,HIGH,Evaluative,assumed_evaluative,LOW,1,1,,N/A,,12,1,1,5000,2,1,1,0,1,1,1,1,8,50.0,5
375,mayors-music-fund-for-young-londoners-impact-report-2014,Reports Database:Mayor’s Music Fund For Young Londoners Impact Report 2014,https://socialvalueuk.org/reports/mayors-music-fund-for-young-londoners-impact-report-2014/,education,LOW,UK,HIGH,2014,title,MEDIUM,Evaluative,assumed_evaluative,LOW,0,0,,N/A,,0,1,1,5000,0,1,0,0,0,1,1,1,4,25.0,3
376,making-their-lives-better-now-tomorrow-and-every-day-action-for-children-impact-report-2014,"Reports Database:Making their lives better: now, tomorrow and every day. Action for Children Impact ",https://socialvalueuk.org/reports/making-their-lives-better-now-tomorrow-and-every-day-action-for-children-impact-report-2014/,other,LOW,Unknown,NONE,2014,title,MEDIUM,Evaluative,assumed_evaluative,LOW,0,0,,N/A,,0,0,0,0,,,,,,,,,,,0
377,skillforce-social-impact-report-2014-2,Reports Database:SkillForce Social Impact Report 2014,https://socialvalueuk.org/reports/skillforce-social-impact-report-2014-2/,education,HIGH,Uganda,MEDIUM,2012,explicit_pattern,HIGH,Evaluative,assumed_evaluative,LOW,0,0,,N/A,,0,1,1,5000,0,1,0,0,0,1,0,1,3,18.8,1
378,calvert-foundation-2014-social-impact-report,Reports Database:Calvert Foundation 2014 Social Impact Report,https://socialvalueuk.org/reports/calvert-foundation-2014-social-impact-report/,housing,LOW,USA,MEDIUM,2014,explicit_pattern,HIGH,Evaluative,assumed_evaluative,LOW,0,0,,N/A,,0,1,1,5000,0,1,1,0,0,0,0,0,2,12.5,2
379,westminster-befriend-a-family-social-impact-evaluation-report,Reports Database:Westminster Befriend A Family Social Impact Evaluation Report,https://socialvalueuk.org/reports/westminster-befriend-a-family-social-impact-evaluation-report/,housing,MEDIUM,UK,MEDIUM,2015,explicit_pattern,HIGH,Evaluative,assumed_evaluative,LOW,0,0,,N/A,,0,1,1,5000,1,2,0,1,0,1,0,2,7,43.8,2
380,cost-analysis-of-anne-arundel-county-maryland-drug-court,"Reports Database:Cost Analysis of Anne Arundel County, Maryland Drug Court",https://socialvalueuk.org/reports/cost-analysis-of-anne-arundel-county-maryland-drug-court/,health,LOW,USA,MEDIUM,2004,explicit_pattern,HIGH,Evaluative,assumed_evaluative,LOW,0,0,,N/A,,0,1,1,5000,1,1,2,0,0,2,0,0,6,37.5,1
382,cost-benefit-analysis-of-raising-the-age-of-juvenile-jurisdiction-in-north-carolina,Reports Database:Cost-Benefit Analysis of Raising the Age of Juvenile Jurisdiction in North Carolina,https://socialvalueuk.org/reports/cost-benefit-analysis-of-raising-the-age-of-juvenile-jurisdiction-in-north-carolina/,justice,MEDIUM,USA,MEDIUM,2010,explicit_pattern,HIGH,Evaluative,assumed_evaluative,LOW,0,0,,N/A,cost of $49.2,0,1,1,5000,2,1,2,2,0,2,0,0,9,56.2,0
383,9541,Reports Database:Cost benefit analyses of alcohol policy – a primer,https://socialvalueuk.org/reports/9541/,education,MEDIUM,Australia,LOW,2010,explicit_pattern,HIGH,Evaluative,assumed_evaluative,LOW,0,0,,N/A,,0,1,1,5000,0,1,1,0,0,2,1,0,5,31.2,1
