id,title,sector,sector_confidence,sector_flag,country,country_confidence,country_flag,year,year_method,year_confidence,year_flag,report_type,type_note,type_confidence,type_flag,sroi_ratio,ratio_confidence,ratio_flag,quality_pct,n_quality_flags,all_flags
9,Reports Database:Whizz Kids SROI March 2011,disability,MEDIUM,NARROW margin over health (score diff=1),UK,HIGH,,2011,explicit_pattern,HIGH,,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,65.0,VERIFIED,,43.8,2,SECTOR: NARROW margin over health (score diff=1) | TYPE: ASSUMED EVALUATIVE — no keyword found | QUALITY: p3_value_what_matters: WEAK — only 1 keyword; may be coincidental | QUALITY: p6_be_transparent: WEAK — only 1 keyword; may be coincidental
159,Reports Database:Social Return on Investment Analysis: Clyde Muirshiel Park Auth,environment,MEDIUM,NARROW margin over employment (score diff=1),UK,MEDIUM,NARROW margin (1),2014,explicit_pattern,HIGH,,Forecast,keyword_match,MEDIUM,,27.0,UNVERIFIED,Ratio 27.0 NOT FOUND in PDF text — may be from metadata only,87.5,1,SECTOR: NARROW margin over employment (score diff=1) | COUNTRY: NARROW margin (1) | RATIO: Ratio 27.0 NOT FOUND in PDF text — may be from metadata only | QUALITY: p5_do_not_overclaim: WEAK — only 1 keyword; may be coincidental
55,Reports Database:Substance Abuse Prevention Dollars and Cents – A social cost be,health,MEDIUM,NARROW margin over education (score diff=1),Australia,MEDIUM,NARROW margin (1),2008,modal_3000chars,LOW,LOW CONFIDENCE — may be reference year,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,18.0,VERIFIED,,37.5,2,SECTOR: NARROW margin over education (score diff=1) | COUNTRY: NARROW margin (1) | YEAR: LOW CONFIDENCE — may be reference year | TYPE: ASSUMED EVALUATIVE — no keyword found | QUALITY: p4_only_material: WEAK — only 1 keyword; may be coincidental | QUALITY: p8_be_responsive: WEAK — only 1 keyword; may be coincidental
144,Reports Database:The YSS Pathways Accommodation Mentoring (PAM) Service,housing,MEDIUM,,Unknown,NONE,UNKNOWN COUNTRY — manual review needed,2012,explicit_pattern,HIGH,,Evaluative,keyword_match,MEDIUM,,16.87,VERIFIED,,62.5,2,COUNTRY: UNKNOWN COUNTRY — manual review needed | QUALITY: p3_value_what_matters: WEAK — only 1 keyword; may be coincidental | QUALITY: p7_verify_result: WEAK — only 1 keyword; may be coincidental
12,Reports Database:Food Connect Brisbane Forecast SROI Report,housing,LOW,TIED between housing and sports — ambiguous,Australia,MEDIUM,,2011,explicit_pattern,HIGH,,Forecast,conflict_resolved,LOW,"CONFLICTING TYPE SIGNALS: ['Forecast', 'Evaluative']",16.83,VERIFIED,,37.5,3,"SECTOR: TIED between housing and sports — ambiguous | TYPE: CONFLICTING TYPE SIGNALS: ['Forecast', 'Evaluative'] | QUALITY: p1_involve_stakeholders: WEAK — only 1 keyword; may be coincidental | QUALITY: p3_value_what_matters: WEAK — only 1 keyword; may be coincidental | QUALITY: p7_verify_result: WEAK — only 1 keyword; may be coincidental"
83,Reports Database:Veterans Contact Point SROI Report,education,LOW,TIED between education and justice — ambiguous,Unknown,NONE,UNKNOWN COUNTRY — manual review needed,2013,explicit_pattern,HIGH,,Scoping,keyword_match,MEDIUM,,15.7,UNVERIFIED,Ratio 15.7 NOT FOUND in PDF text — may be from metadata only,68.8,1,SECTOR: TIED between education and justice — ambiguous | COUNTRY: UNKNOWN COUNTRY — manual review needed | RATIO: Ratio 15.7 NOT FOUND in PDF text — may be from metadata only | QUALITY: p1_involve_stakeholders: WEAK — only 1 keyword; may be coincidental
8,"Reports Database:HITTING THE TARGET, MISSING THE POINT: How government regenerat",social_inclusion,MEDIUM,NARROW margin over community (score diff=1),UK,MEDIUM,NARROW margin (1),2012,modal_3000chars,LOW,LOW CONFIDENCE — may be reference year,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,14.0,UNVERIFIED,Ratio 14.0 NOT FOUND in PDF text — may be from metadata only,43.8,2,SECTOR: NARROW margin over community (score diff=1) | COUNTRY: NARROW margin (1) | YEAR: LOW CONFIDENCE — may be reference year | TYPE: ASSUMED EVALUATIVE — no keyword found | RATIO: Ratio 14.0 NOT FOUND in PDF text — may be from metadata only | QUALITY: p1_involve_stakeholders: WEAK — only 1 keyword; may be coincidental | QUALITY: p8_be_responsive: WEAK — only 1 keyword; may be coincidental
139,Reports Database:NSW Employment Program: Evaluation and Social Return on Investm,employment,MEDIUM,NARROW margin over youth (score diff=1),Australia,MEDIUM,NARROW margin (1),2012,explicit_pattern,HIGH,,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,10.0,VERIFIED,,31.2,2,SECTOR: NARROW margin over youth (score diff=1) | COUNTRY: NARROW margin (1) | TYPE: ASSUMED EVALUATIVE — no keyword found | QUALITY: p6_be_transparent: WEAK — only 1 keyword; may be coincidental | QUALITY: p7_verify_result: WEAK — only 1 keyword; may be coincidental
242,"Reports Database:Through a glass, darkly: Measuring the social value of universi",housing,LOW,TIED between housing and education — ambiguous,Unknown,NONE,UNKNOWN COUNTRY — manual review needed,2011,explicit_pattern,HIGH,,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,10.0,VERIFIED,,37.5,3,SECTOR: TIED between housing and education — ambiguous | COUNTRY: UNKNOWN COUNTRY — manual review needed | TYPE: ASSUMED EVALUATIVE — no keyword found | QUALITY: p1_involve_stakeholders: WEAK — only 1 keyword; may be coincidental | QUALITY: p3_value_what_matters: WEAK — only 1 keyword; may be coincidental | QUALITY: p8_be_responsive: WEAK — only 1 keyword; may be coincidental
17,Reports Database:Public Social Partnerships Employability Pilot SROI,employment,MEDIUM,,UK,MEDIUM,,,scraped_date_fallback,NONE,UNKNOWN YEAR — scraped date not used; set to null,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,9.93,VERIFIED,,50.0,4,YEAR: UNKNOWN YEAR — scraped date not used; set to null | TYPE: ASSUMED EVALUATIVE — no keyword found | QUALITY: p3_value_what_matters: WEAK — only 1 keyword; may be coincidental | QUALITY: p4_only_material: WEAK — only 1 keyword; may be coincidental | QUALITY: p6_be_transparent: WEAK — only 1 keyword; may be coincidental | QUALITY: p7_verify_result: WEAK — only 1 keyword; may be coincidental
131,Reports Database:Vienna University of Economics and Business – “Casa Abraham” Ex,education,MEDIUM,,Unknown,NONE,UNKNOWN COUNTRY — manual review needed,2008,modal_800chars,LOW,CHECK: only 1 occurrence,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,9.3,VERIFIED,,43.8,2,COUNTRY: UNKNOWN COUNTRY — manual review needed | YEAR: CHECK: only 1 occurrence | TYPE: ASSUMED EVALUATIVE — no keyword found | QUALITY: p1_involve_stakeholders: WEAK — only 1 keyword; may be coincidental | QUALITY: p6_be_transparent: Verify: generic terms may produce false positives
347,Reports Database:Evaluation of Four Recovery Communities across England: Interim,health,MEDIUM,NARROW margin over education (score diff=1),UK,HIGH,,2016,explicit_pattern,HIGH,,Forecast,keyword_match,MEDIUM,,9.24,UNVERIFIED,Ratio 9.24 NOT FOUND in PDF text — may be from metadata only,31.2,4,SECTOR: NARROW margin over education (score diff=1) | RATIO: Ratio 9.24 NOT FOUND in PDF text — may be from metadata only | QUALITY: p1_involve_stakeholders: WEAK — only 1 keyword; may be coincidental | QUALITY: p3_value_what_matters: WEAK — only 1 keyword; may be coincidental | QUALITY: p6_be_transparent: WEAK — only 1 keyword; may be coincidental | QUALITY: p8_be_responsive: WEAK — only 1 keyword; may be coincidental
266,Reports Database:Social Return on Investment Report: The YSS Worcestershire Youn,housing,MEDIUM,NARROW margin over employment (score diff=1),Unknown,NONE,UNKNOWN COUNTRY — manual review needed,2013,explicit_pattern,HIGH,,Evaluative,keyword_match,MEDIUM,,8.69,VERIFIED,,50.0,2,SECTOR: NARROW margin over employment (score diff=1) | COUNTRY: UNKNOWN COUNTRY — manual review needed | QUALITY: p3_value_what_matters: WEAK — only 1 keyword; may be coincidental | QUALITY: p7_verify_result: WEAK — only 1 keyword; may be coincidental
4,Reports Database:North Ayrshire Fab Pad Project,housing,MEDIUM,,UK,MEDIUM,NARROW margin (1),2007,explicit_pattern,HIGH,,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,8.38,VERIFIED,,37.5,3,COUNTRY: NARROW margin (1) | TYPE: ASSUMED EVALUATIVE — no keyword found | QUALITY: p3_value_what_matters: WEAK — only 1 keyword; may be coincidental | QUALITY: p7_verify_result: WEAK — only 1 keyword; may be coincidental | QUALITY: p8_be_responsive: WEAK — only 1 keyword; may be coincidental
1,Reports Database:Subliminal Directions Social Return on Investment Report,employment,MEDIUM,NARROW margin over education (score diff=1),UK,MEDIUM,,2007,explicit_pattern,HIGH,,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,8.27,VERIFIED,,62.5,4,SECTOR: NARROW margin over education (score diff=1) | TYPE: ASSUMED EVALUATIVE — no keyword found | QUALITY: p3_value_what_matters: WEAK — only 1 keyword; may be coincidental | QUALITY: p5_do_not_overclaim: WEAK — only 1 keyword; may be coincidental | QUALITY: p6_be_transparent: Verify: generic terms may produce false positives | QUALITY: p7_verify_result: WEAK — only 1 keyword; may be coincidental
53,Reports Database:Craft Cafe SROI Evaluation,arts_culture,MEDIUM,NARROW margin over housing (score diff=1),UK,HIGH,,2011,explicit_pattern,HIGH,,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,8.27,UNVERIFIED,Ratio 8.27 NOT FOUND in PDF text — may be from metadata only,68.8,2,SECTOR: NARROW margin over housing (score diff=1) | TYPE: ASSUMED EVALUATIVE — no keyword found | RATIO: Ratio 8.27 NOT FOUND in PDF text — may be from metadata only | QUALITY: p4_only_material: WEAK — only 1 keyword; may be coincidental | QUALITY: p8_be_responsive: WEAK — only 1 keyword; may be coincidental
112,Reports Database:Integrating Adaptation into REDD+ : Potential impacts and socia,environment,MEDIUM,,Indonesia,MEDIUM,NARROW margin (1),2013,modal_800chars,MEDIUM,,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,8.1,VERIFIED,,31.2,1,COUNTRY: NARROW margin (1) | TYPE: ASSUMED EVALUATIVE — no keyword found | QUALITY: p6_be_transparent: WEAK — only 1 keyword; may be coincidental
11,Reports Database:Food Connect Sydney Forecast SROI Report,arts_culture,MEDIUM,NARROW margin over agriculture_food (score diff=1),Australia,HIGH,,2011,explicit_pattern,HIGH,,Forecast,conflict_resolved,LOW,"CONFLICTING TYPE SIGNALS: ['Forecast', 'Evaluative']",7.96,VERIFIED,,25.0,3,"SECTOR: NARROW margin over agriculture_food (score diff=1) | TYPE: CONFLICTING TYPE SIGNALS: ['Forecast', 'Evaluative'] | QUALITY: p1_involve_stakeholders: WEAK — only 1 keyword; may be coincidental | QUALITY: p3_value_what_matters: WEAK — only 1 keyword; may be coincidental | QUALITY: p7_verify_result: WEAK — only 1 keyword; may be coincidental"
372,Reports Database:The Social Value of Carmichael Centre,health,LOW,TIED between health and employment — ambiguous,Ireland,MEDIUM,NARROW margin (1),2014,explicit_pattern,HIGH,,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,7.1,VERIFIED,,87.5,2,SECTOR: TIED between health and employment — ambiguous | COUNTRY: NARROW margin (1) | TYPE: ASSUMED EVALUATIVE — no keyword found | QUALITY: p3_value_what_matters: WEAK — only 1 keyword; may be coincidental | QUALITY: p4_only_material: WEAK — only 1 keyword; may be coincidental
58,Reports Database:Sunderland XL Youth Villages SROI Evaluation,housing,LOW,TIED between housing and youth — ambiguous,UK,MEDIUM,NARROW margin (1),2011,explicit_pattern,HIGH,,Evaluative,keyword_match,MEDIUM,,6.83,VERIFIED,,87.5,2,SECTOR: TIED between housing and youth — ambiguous | COUNTRY: NARROW margin (1) | QUALITY: p3_value_what_matters: WEAK — only 1 keyword; may be coincidental | QUALITY: p5_do_not_overclaim: WEAK — only 1 keyword; may be coincidental
75,Reports Database:CUFA SROI Report,education,LOW,TIED between education and arts_culture — ambiguous,Cambodia,MEDIUM,NARROW margin (1),2011,modal_800chars,LOW,CHECK: only 1 occurrence,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,6.81,VERIFIED,,56.2,1,SECTOR: TIED between education and arts_culture — ambiguous | COUNTRY: NARROW margin (1) | YEAR: CHECK: only 1 occurrence | TYPE: ASSUMED EVALUATIVE — no keyword found | QUALITY: p4_only_material: WEAK — only 1 keyword; may be coincidental
374,Reports Database:Community First (Moray) SROI Analysis,disability,LOW,TIED between disability and health — ambiguous,UK,HIGH,,2007,modal_3000chars,LOW,LOW CONFIDENCE — may be reference year,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,6.45,VERIFIED,,62.5,3,SECTOR: TIED between disability and health — ambiguous | YEAR: LOW CONFIDENCE — may be reference year | TYPE: ASSUMED EVALUATIVE — no keyword found | QUALITY: p3_value_what_matters: WEAK — only 1 keyword; may be coincidental | QUALITY: p4_only_material: WEAK — only 1 keyword; may be coincidental | QUALITY: p6_be_transparent: Verify: generic terms may produce false positives
142,Reports Database:The social return on investment of a coaching course for (ex) c,health,LOW,TIED between health and housing — ambiguous,Unknown,NONE,UNKNOWN COUNTRY — manual review needed,2014,explicit_pattern,HIGH,,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,6.2,VERIFIED,,68.8,1,SECTOR: TIED between health and housing — ambiguous | COUNTRY: UNKNOWN COUNTRY — manual review needed | TYPE: ASSUMED EVALUATIVE — no keyword found | QUALITY: p4_only_material: WEAK — only 1 keyword; may be coincidental
32,Reports Database:Measuring the SROI of Stage 3 Adaptations and Very Sheltered Ho,housing,MEDIUM,,UK,MEDIUM,,,scraped_date_fallback,NONE,UNKNOWN YEAR — scraped date not used; set to null,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,6.0,UNVERIFIED,Ratio 6.0 NOT FOUND in PDF text — may be from metadata only,37.5,3,YEAR: UNKNOWN YEAR — scraped date not used; set to null | TYPE: ASSUMED EVALUATIVE — no keyword found | RATIO: Ratio 6.0 NOT FOUND in PDF text — may be from metadata only | QUALITY: p1_involve_stakeholders: WEAK — only 1 keyword; may be coincidental | QUALITY: p3_value_what_matters: WEAK — only 1 keyword; may be coincidental | QUALITY: p6_be_transparent: WEAK — only 1 keyword; may be coincidental
103,Reports Database:Traveller Women’s Community Development Programme: A Social Ret,education,MEDIUM,NARROW margin over employment (score diff=1),Ireland,MEDIUM,NARROW margin (1),2011,explicit_pattern,HIGH,,Forecast,keyword_match,MEDIUM,,5.6,UNVERIFIED,Ratio 5.6 NOT FOUND in PDF text — may be from metadata only,43.8,2,SECTOR: NARROW margin over employment (score diff=1) | COUNTRY: NARROW margin (1) | RATIO: Ratio 5.6 NOT FOUND in PDF text — may be from metadata only | QUALITY: p6_be_transparent: WEAK — only 1 keyword; may be coincidental | QUALITY: p7_verify_result: WEAK — only 1 keyword; may be coincidental
119,Reports Database:Choices Plus: An SROI Study,employment,MEDIUM,,UK,MEDIUM,,2007,modal_800chars,LOW,CHECK: only 1 occurrence,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,5.5,VERIFIED,,75.0,2,YEAR: CHECK: only 1 occurrence | TYPE: ASSUMED EVALUATIVE — no keyword found | QUALITY: p3_value_what_matters: WEAK — only 1 keyword; may be coincidental | QUALITY: p6_be_transparent: WEAK — only 1 keyword; may be coincidental
94,Reports Database:Ashram Employment and Skills Service,employment,MEDIUM,NARROW margin over housing (score diff=1),UK,MEDIUM,NARROW margin (1),2012,explicit_pattern,HIGH,,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,5.19,UNVERIFIED,Ratio 5.19 NOT FOUND in PDF text — may be from metadata only,75.0,0,SECTOR: NARROW margin over housing (score diff=1) | COUNTRY: NARROW margin (1) | TYPE: ASSUMED EVALUATIVE — no keyword found | RATIO: Ratio 5.19 NOT FOUND in PDF text — may be from metadata only
366,Reports Database:Cambridgeshire’s Funded Two-year-old Childcare Social Return on,education,LOW,TIED between education and elderly — ambiguous,Unknown,NONE,UNKNOWN COUNTRY — manual review needed,2013,explicit_pattern,HIGH,,Forecast,keyword_match,MEDIUM,,5.1,VERIFIED,,81.2,2,SECTOR: TIED between education and elderly — ambiguous | COUNTRY: UNKNOWN COUNTRY — manual review needed | QUALITY: p3_value_what_matters: WEAK — only 1 keyword; may be coincidental | QUALITY: p4_only_material: WEAK — only 1 keyword; may be coincidental
84,Reports Database:The Social Return on Investment of Drug and Alcohol Family Supp,health,MEDIUM,NARROW margin over None (score diff=1),UK,HIGH,,2011,explicit_pattern,HIGH,,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,4.7,UNVERIFIED,Ratio 4.7 NOT FOUND in PDF text — may be from metadata only,37.5,2,SECTOR: NARROW margin over None (score diff=1) | TYPE: ASSUMED EVALUATIVE — no keyword found | RATIO: Ratio 4.7 NOT FOUND in PDF text — may be from metadata only | QUALITY: p1_involve_stakeholders: WEAK — only 1 keyword; may be coincidental | QUALITY: p3_value_what_matters: WEAK — only 1 keyword; may be coincidental
7,Reports Database:The Wise Group Cadder Environmental Improvement Project Social ,employment,MEDIUM,NARROW margin over housing (score diff=1),UK,MEDIUM,,2007,explicit_pattern,HIGH,,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,4.65,VERIFIED,,50.0,2,SECTOR: NARROW margin over housing (score diff=1) | TYPE: ASSUMED EVALUATIVE — no keyword found | QUALITY: p3_value_what_matters: WEAK — only 1 keyword; may be coincidental | QUALITY: p7_verify_result: WEAK — only 1 keyword; may be coincidental
107,Reports Database:An evaluation of social added value for Horizon Care and Repair,disability,MEDIUM,NARROW margin over housing (score diff=1),UK,MEDIUM,,2013,explicit_pattern,HIGH,,Evaluative,keyword_match,MEDIUM,,4.53,VERIFIED,,68.8,3,SECTOR: NARROW margin over housing (score diff=1) | QUALITY: p3_value_what_matters: WEAK — only 1 keyword; may be coincidental | QUALITY: p4_only_material: WEAK — only 1 keyword; may be coincidental | QUALITY: p7_verify_result: WEAK — only 1 keyword; may be coincidental
108,Reports Database:Care & Repair West Lothian SROI Analysis (Summary),disability,MEDIUM,NARROW margin over health (score diff=1),UK,HIGH,,2013,explicit_pattern,HIGH,,Evaluative,keyword_match,MEDIUM,,4.53,VERIFIED,,56.2,5,SECTOR: NARROW margin over health (score diff=1) | QUALITY: p3_value_what_matters: WEAK — only 1 keyword; may be coincidental | QUALITY: p4_only_material: WEAK — only 1 keyword; may be coincidental | QUALITY: p6_be_transparent: Verify: generic terms may produce false positives | QUALITY: p7_verify_result: WEAK — only 1 keyword; may be coincidental | QUALITY: p8_be_responsive: WEAK — only 1 keyword; may be coincidental
2,Reports Database:Perth YMCA Get Ready for Work Programme Social Retun on Investm,youth,MEDIUM,NARROW margin over employment (score diff=1),UK,MEDIUM,NARROW margin (1),2008,explicit_pattern,HIGH,,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,4.35,VERIFIED,,50.0,3,SECTOR: NARROW margin over employment (score diff=1) | COUNTRY: NARROW margin (1) | TYPE: ASSUMED EVALUATIVE — no keyword found | QUALITY: p3_value_what_matters: WEAK — only 1 keyword; may be coincidental | QUALITY: p6_be_transparent: WEAK — only 1 keyword; may be coincidental | QUALITY: p7_verify_result: WEAK — only 1 keyword; may be coincidental
358,Reports Database:SROI Evaluation Analysis “Conversations” Project,education,MEDIUM,NARROW margin over disability (score diff=1),Unknown,NONE,UNKNOWN COUNTRY — manual review needed,2012,modal_3000chars,LOW,LOW CONFIDENCE — may be reference year,Evaluative,keyword_match,MEDIUM,,4.15,UNVERIFIED,Ratio 4.15 NOT FOUND in PDF text — may be from metadata only,62.5,2,SECTOR: NARROW margin over disability (score diff=1) | COUNTRY: UNKNOWN COUNTRY — manual review needed | YEAR: LOW CONFIDENCE — may be reference year | RATIO: Ratio 4.15 NOT FOUND in PDF text — may be from metadata only | QUALITY: p3_value_what_matters: WEAK — only 1 keyword; may be coincidental | QUALITY: p6_be_transparent: Verify: generic terms may produce false positives
100,Reports Database:National Specialist Family Service (Phoenix Futures) SROI Forec,health,MEDIUM,NARROW margin over housing (score diff=1),UK,MEDIUM,NARROW margin (1),,scraped_date_fallback,NONE,UNKNOWN YEAR — scraped date not used; set to null,Forecast,keyword_match,MEDIUM,,3.95,UNVERIFIED,Ratio 3.95 NOT FOUND in PDF text — may be from metadata only,43.8,1,SECTOR: NARROW margin over housing (score diff=1) | COUNTRY: NARROW margin (1) | YEAR: UNKNOWN YEAR — scraped date not used; set to null | RATIO: Ratio 3.95 NOT FOUND in PDF text — may be from metadata only | QUALITY: p6_be_transparent: WEAK — only 1 keyword; may be coincidental
296,Reports Database:Social Return on Investment of Tasmanian youth justice programs,youth,LOW,TIED between youth and justice — ambiguous,Australia,MEDIUM,,2015,explicit_pattern,HIGH,,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,3.5,UNVERIFIED,Ratio 3.5 NOT FOUND in PDF text — may be from metadata only,50.0,0,SECTOR: TIED between youth and justice — ambiguous | TYPE: ASSUMED EVALUATIVE — no keyword found | RATIO: Ratio 3.5 NOT FOUND in PDF text — may be from metadata only
89,Reports Database:An SROI analysis of Anchor House,housing,LOW,TIED between housing and employment — ambiguous,UK,MEDIUM,NARROW margin (1),2011,explicit_pattern,HIGH,,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,3.38,VERIFIED,,37.5,1,SECTOR: TIED between housing and employment — ambiguous | COUNTRY: NARROW margin (1) | TYPE: ASSUMED EVALUATIVE — no keyword found | QUALITY: p3_value_what_matters: WEAK — only 1 keyword; may be coincidental
246,Reports Database:‘Be’ by Gentoo,education,MEDIUM,NARROW margin over health (score diff=1),Unknown,NONE,UNKNOWN COUNTRY — manual review needed,2013,explicit_pattern,HIGH,,Evaluative,keyword_match,MEDIUM,,3.35,UNVERIFIED,Ratio 3.35 NOT FOUND in PDF text — may be from metadata only,75.0,2,SECTOR: NARROW margin over health (score diff=1) | COUNTRY: UNKNOWN COUNTRY — manual review needed | RATIO: Ratio 3.35 NOT FOUND in PDF text — may be from metadata only | QUALITY: p3_value_what_matters: WEAK — only 1 keyword; may be coincidental | QUALITY: p4_only_material: WEAK — only 1 keyword; may be coincidental
10,Reports Database:RNIB and Action for Blind People Social Firms: A Social Impact ,disability,LOW,TIED between disability and housing — ambiguous,UK,MEDIUM,NARROW margin (1),2011,explicit_pattern,HIGH,,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,3.29,VERIFIED,,56.2,3,SECTOR: TIED between disability and housing — ambiguous | COUNTRY: NARROW margin (1) | TYPE: ASSUMED EVALUATIVE — no keyword found | QUALITY: p1_involve_stakeholders: WEAK — only 1 keyword; may be coincidental | QUALITY: p3_value_what_matters: WEAK — only 1 keyword; may be coincidental | QUALITY: p8_be_responsive: WEAK — only 1 keyword; may be coincidental
109,Reports Database:Trident Reach – Homeless Link Transition Fund Project,justice,HIGH,,UK,MEDIUM,NARROW margin (1),2013,explicit_pattern,HIGH,,Forecast,keyword_match,MEDIUM,,3.2,VERIFIED,,31.2,4,COUNTRY: NARROW margin (1) | QUALITY: p1_involve_stakeholders: WEAK — only 1 keyword; may be coincidental | QUALITY: p3_value_what_matters: WEAK — only 1 keyword; may be coincidental | QUALITY: p4_only_material: WEAK — only 1 keyword; may be coincidental | QUALITY: p6_be_transparent: WEAK — only 1 keyword; may be coincidental
168,Reports Database:An evaluation of the social value of the Get Into Reading initi,health,HIGH,,UK,LOW,TIED UK/Australia,2013,explicit_pattern,HIGH,,Scoping,keyword_match,MEDIUM,,3.2,UNVERIFIED,Ratio 3.2 NOT FOUND in PDF text — may be from metadata only,37.5,3,COUNTRY: TIED UK/Australia | RATIO: Ratio 3.2 NOT FOUND in PDF text — may be from metadata only | QUALITY: p3_value_what_matters: WEAK — only 1 keyword; may be coincidental | QUALITY: p6_be_transparent: WEAK — only 1 keyword; may be coincidental | QUALITY: p8_be_responsive: WEAK — only 1 keyword; may be coincidental
264,Reports Database:The benefits on investing in Early Child Development: An SROI a,housing,LOW,TIED between housing and education — ambiguous,UK,MEDIUM,,2014,explicit_pattern,HIGH,,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,3.2,VERIFIED,,56.2,1,SECTOR: TIED between housing and education — ambiguous | TYPE: ASSUMED EVALUATIVE — no keyword found | QUALITY: p6_be_transparent: WEAK — only 1 keyword; may be coincidental
145,Reports Database:A Social Return on Investment analysis on EMFIL’s microfinance ,social_inclusion,MEDIUM,,India,MEDIUM,NARROW margin (1),2012,explicit_pattern,HIGH,,Forecast,keyword_match,MEDIUM,,3.19,UNVERIFIED,Ratio 3.19 NOT FOUND in PDF text — may be from metadata only,25.0,3,COUNTRY: NARROW margin (1) | RATIO: Ratio 3.19 NOT FOUND in PDF text — may be from metadata only | QUALITY: p1_involve_stakeholders: WEAK — only 1 keyword; may be coincidental | QUALITY: p3_value_what_matters: WEAK — only 1 keyword; may be coincidental | QUALITY: p6_be_transparent: WEAK — only 1 keyword; may be coincidental
381,Reports Database:Victorian Women’s Housing Association Research Report,housing,HIGH,,Australia,HIGH,,2010,explicit_pattern,HIGH,,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,3.14,VERIFIED,,18.8,1,TYPE: ASSUMED EVALUATIVE — no keyword found | QUALITY: p3_value_what_matters: WEAK — only 1 keyword; may be coincidental
20,Reports Database:Octavia View SROI Forecast,housing,MEDIUM,NARROW margin over arts_culture (score diff=1),UK,LOW,TIED UK/USA,2009,explicit_pattern,HIGH,,Forecast,keyword_match,MEDIUM,,3.13,VERIFIED,,75.0,2,SECTOR: NARROW margin over arts_culture (score diff=1) | COUNTRY: TIED UK/USA | QUALITY: p3_value_what_matters: WEAK — only 1 keyword; may be coincidental | QUALITY: p6_be_transparent: Verify: generic terms may produce false positives
24,Reports Database:Country Education Foundation of Australia SROI Forecast,education,MEDIUM,,Australia,MEDIUM,NARROW margin (1),2011,explicit_pattern,HIGH,,Forecast,keyword_match,MEDIUM,,3.1,UNVERIFIED,Ratio 3.1 NOT FOUND in PDF text — may be from metadata only,37.5,3,COUNTRY: NARROW margin (1) | RATIO: Ratio 3.1 NOT FOUND in PDF text — may be from metadata only | QUALITY: p3_value_what_matters: WEAK — only 1 keyword; may be coincidental | QUALITY: p6_be_transparent: WEAK — only 1 keyword; may be coincidental | QUALITY: p7_verify_result: WEAK — only 1 keyword; may be coincidental
33,Reports Database:Fair Gains SROI Case Study,education,MEDIUM,,Unknown,NONE,UNKNOWN COUNTRY — manual review needed,2007,modal_3000chars,LOW,LOW CONFIDENCE — may be reference year,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,3.08,VERIFIED,,37.5,2,COUNTRY: UNKNOWN COUNTRY — manual review needed | YEAR: LOW CONFIDENCE — may be reference year | TYPE: ASSUMED EVALUATIVE — no keyword found | QUALITY: p3_value_what_matters: WEAK — only 1 keyword; may be coincidental | QUALITY: p8_be_responsive: WEAK — only 1 keyword; may be coincidental
