id,title,sector,sector_confidence,sector_flag,country,country_confidence,country_flag,year,year_method,year_confidence,year_flag,report_type,type_note,type_confidence,type_flag,sroi_ratio,ratio_confidence,ratio_flag,quality_pct,n_quality_flags,all_flags
163,Reports Database:Social Return on Investment forecast of the Indigenous Money Me,education,MEDIUM,NARROW margin over health (score diff=1),Australia,HIGH,,2013,explicit_pattern,HIGH,,Forecast,keyword_match,MEDIUM,,,N/A,,68.8,3,SECTOR: NARROW margin over health (score diff=1) | QUALITY: p3_value_what_matters: WEAK — only 1 keyword; may be coincidental | QUALITY: p4_only_material: WEAK — only 1 keyword; may be coincidental | QUALITY: p6_be_transparent: WEAK — only 1 keyword; may be coincidental
164,Reports Database:Social valuation of Refuge services for survivors of domestic v,housing,LOW,TIED between housing and education — ambiguous,UK,MEDIUM,NARROW margin (1),2013,explicit_pattern,HIGH,,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,,N/A,,62.5,2,SECTOR: TIED between housing and education — ambiguous | COUNTRY: NARROW margin (1) | TYPE: ASSUMED EVALUATIVE — no keyword found | QUALITY: p4_only_material: WEAK — only 1 keyword; may be coincidental | QUALITY: p6_be_transparent: Verify: generic terms may produce false positives
167,Reports Database:BrendonCare Clubs: Social Return on Investment Pilot Report,health,LOW,TIED between health and housing — ambiguous,UK,LOW,TIED UK/USA,2011,explicit_pattern,HIGH,,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,,N/A,,68.8,0,SECTOR: TIED between health and housing — ambiguous | COUNTRY: TIED UK/USA | TYPE: ASSUMED EVALUATIVE — no keyword found
170,Reports Database:Introduction to Supported Employment 2009-2010 SROI Case Study,disability,LOW,TIED between disability and employment — ambiguous,Unknown,NONE,UNKNOWN COUNTRY — manual review needed,2010,modal_800chars,MEDIUM,,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,,N/A,,37.5,2,SECTOR: TIED between disability and employment — ambiguous | COUNTRY: UNKNOWN COUNTRY — manual review needed | TYPE: ASSUMED EVALUATIVE — no keyword found | QUALITY: p7_verify_result: WEAK — only 1 keyword; may be coincidental | QUALITY: p8_be_responsive: WEAK — only 1 keyword; may be coincidental
171,Reports Database:Odysseus Mentoring Project: A summary appraisal of Social Retur,youth,MEDIUM,NARROW margin over education (score diff=1),Unknown,NONE,UNKNOWN COUNTRY — manual review needed,2012,explicit_pattern,HIGH,,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,,N/A,,62.5,1,SECTOR: NARROW margin over education (score diff=1) | COUNTRY: UNKNOWN COUNTRY — manual review needed | TYPE: ASSUMED EVALUATIVE — no keyword found | QUALITY: p5_do_not_overclaim: WEAK — only 1 keyword; may be coincidental
173,Reports Database:Social Impact Analysis for Sewa Day on 6 October 2013,youth,MEDIUM,NARROW margin over None (score diff=1),UK,MEDIUM,,2013,explicit_pattern,HIGH,,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,,N/A,,37.5,4,SECTOR: NARROW margin over None (score diff=1) | TYPE: ASSUMED EVALUATIVE — no keyword found | QUALITY: p3_value_what_matters: WEAK — only 1 keyword; may be coincidental | QUALITY: p4_only_material: WEAK — only 1 keyword; may be coincidental | QUALITY: p6_be_transparent: WEAK — only 1 keyword; may be coincidental | QUALITY: p7_verify_result: WEAK — only 1 keyword; may be coincidental
174,Reports Database:Auckland Council Retrofit Your Home Financial Support Programme,education,MEDIUM,NARROW margin over None (score diff=1),New Zealand,MEDIUM,,2014,explicit_pattern,HIGH,,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,,N/A,,43.8,4,SECTOR: NARROW margin over None (score diff=1) | TYPE: ASSUMED EVALUATIVE — no keyword found | QUALITY: p3_value_what_matters: WEAK — only 1 keyword; may be coincidental | QUALITY: p5_do_not_overclaim: WEAK — only 1 keyword; may be coincidental | QUALITY: p6_be_transparent: Verify: generic terms may produce false positives | QUALITY: p8_be_responsive: WEAK — only 1 keyword; may be coincidental
175,Reports Database:The Social Return on Investment of Food for Life School Meals i,education,LOW,TIED between education and agriculture_food — ambiguous,UK,MEDIUM,NARROW margin (1),,scraped_date_fallback,NONE,UNKNOWN YEAR — scraped date not used; set to null,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,,N/A,,62.5,1,SECTOR: TIED between education and agriculture_food — ambiguous | COUNTRY: NARROW margin (1) | YEAR: UNKNOWN YEAR — scraped date not used; set to null | TYPE: ASSUMED EVALUATIVE — no keyword found | QUALITY: p3_value_what_matters: WEAK — only 1 keyword; may be coincidental
176,Reports Database:Cockpit Arts SROI Evaluation of the Business Growth Loan Scheme,arts_culture,MEDIUM,NARROW margin over employment (score diff=1),USA,MEDIUM,NARROW margin (1),2010,explicit_pattern,HIGH,,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,,N/A,,68.8,3,SECTOR: NARROW margin over employment (score diff=1) | COUNTRY: NARROW margin (1) | TYPE: ASSUMED EVALUATIVE — no keyword found | QUALITY: p3_value_what_matters: WEAK — only 1 keyword; may be coincidental | QUALITY: p4_only_material: WEAK — only 1 keyword; may be coincidental | QUALITY: p6_be_transparent: Verify: generic terms may produce false positives
177,Reports Database:Social Leisure Youth Program SROI Case Study,disability,MEDIUM,NARROW margin over housing (score diff=1),Unknown,NONE,UNKNOWN COUNTRY — manual review needed,2012,explicit_pattern,HIGH,,Forecast,keyword_match,MEDIUM,,,N/A,,37.5,2,SECTOR: NARROW margin over housing (score diff=1) | COUNTRY: UNKNOWN COUNTRY — manual review needed | QUALITY: p3_value_what_matters: WEAK — only 1 keyword; may be coincidental | QUALITY: p6_be_transparent: WEAK — only 1 keyword; may be coincidental
178,Reports Database:The Outward Bound Trust Social Impact Report 2014,employment,LOW,TIED between employment and education — ambiguous,UK,MEDIUM,NARROW margin (1),2014,modal_800chars,MEDIUM,,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,,N/A,,31.2,1,SECTOR: TIED between employment and education — ambiguous | COUNTRY: NARROW margin (1) | TYPE: ASSUMED EVALUATIVE — no keyword found | QUALITY: p6_be_transparent: Verify: generic terms may produce false positives
179,Reports Database:FoodCycle Social Impact Report 2014,social_inclusion,MEDIUM,,UK,MEDIUM,NARROW margin (1),2014,modal_800chars,LOW,CHECK: only 1 occurrence,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,,N/A,,18.8,3,COUNTRY: NARROW margin (1) | YEAR: CHECK: only 1 occurrence | TYPE: ASSUMED EVALUATIVE — no keyword found | QUALITY: p1_involve_stakeholders: WEAK — only 1 keyword; may be coincidental | QUALITY: p2_understand_changes: WEAK — only 1 keyword; may be coincidental | QUALITY: p3_value_what_matters: WEAK — only 1 keyword; may be coincidental
180,Reports Database:Accountability Lab Impact Report 2013,housing,LOW,TIED between housing and arts_culture — ambiguous,Nepal,MEDIUM,NARROW margin (1),2013,modal_800chars,LOW,CHECK: only 1 occurrence,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,,N/A,,31.2,0,SECTOR: TIED between housing and arts_culture — ambiguous | COUNTRY: NARROW margin (1) | YEAR: CHECK: only 1 occurrence | TYPE: ASSUMED EVALUATIVE — no keyword found
181,Reports Database:Building a Qualilty Part Time Jobs Market: A transformative app,social_inclusion,MEDIUM,NARROW margin over employment (score diff=1),UK,MEDIUM,,,scraped_date_fallback,NONE,UNKNOWN YEAR — scraped date not used; set to null,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,,N/A,,18.8,2,SECTOR: NARROW margin over employment (score diff=1) | YEAR: UNKNOWN YEAR — scraped date not used; set to null | TYPE: ASSUMED EVALUATIVE — no keyword found | QUALITY: p3_value_what_matters: WEAK — only 1 keyword; may be coincidental | QUALITY: p7_verify_result: WEAK — only 1 keyword; may be coincidental
182,Reports Database:The Landmarc Difference,environment,MEDIUM,NARROW margin over agriculture_food (score diff=1),UK,HIGH,,2003,modal_3000chars,LOW,LOW CONFIDENCE — may be reference year,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,,N/A,,31.2,4,SECTOR: NARROW margin over agriculture_food (score diff=1) | YEAR: LOW CONFIDENCE — may be reference year | TYPE: ASSUMED EVALUATIVE — no keyword found | QUALITY: p1_involve_stakeholders: WEAK — only 1 keyword; may be coincidental | QUALITY: p3_value_what_matters: WEAK — only 1 keyword; may be coincidental | QUALITY: p6_be_transparent: WEAK — only 1 keyword; may be coincidental | QUALITY: p7_verify_result: WEAK — only 1 keyword; may be coincidental
183,Reports Database:Water for Life: Collaborations for the Public Good,housing,LOW,TIED between housing and education — ambiguous,India,HIGH,,2002,modal_3000chars,LOW,LOW CONFIDENCE — may be reference year,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,,N/A,,25.0,3,SECTOR: TIED between housing and education — ambiguous | YEAR: LOW CONFIDENCE — may be reference year | TYPE: ASSUMED EVALUATIVE — no keyword found | QUALITY: p3_value_what_matters: WEAK — only 1 keyword; may be coincidental | QUALITY: p6_be_transparent: WEAK — only 1 keyword; may be coincidental | QUALITY: p8_be_responsive: WEAK — only 1 keyword; may be coincidental
184,Reports Database:NOW Impact Card 2013-2014,other,LOW,UNCLASSIFIED — manual review needed,Unknown,NONE,UNKNOWN COUNTRY — manual review needed,2013,title,MEDIUM,,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,,N/A,,,0,SECTOR: UNCLASSIFIED — manual review needed | COUNTRY: UNKNOWN COUNTRY — manual review needed | TYPE: ASSUMED EVALUATIVE — no keyword found
185,"Reports Database:HCT Group Impact Report 2011/12: Changing environment, changing",social_inclusion,MEDIUM,NARROW margin over education (score diff=1),UK,LOW,TIED UK/Australia,2011,explicit_pattern,HIGH,,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,,N/A,,18.8,2,SECTOR: NARROW margin over education (score diff=1) | COUNTRY: TIED UK/Australia | TYPE: ASSUMED EVALUATIVE — no keyword found | QUALITY: p3_value_what_matters: WEAK — only 1 keyword; may be coincidental | QUALITY: p7_verify_result: WEAK — only 1 keyword; may be coincidental
186,Reports Database:FutureFirst Annual Review 2012/13,education,MEDIUM,,UK,MEDIUM,NARROW margin (1),2012,explicit_pattern,HIGH,,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,,N/A,,18.8,1,COUNTRY: NARROW margin (1) | TYPE: ASSUMED EVALUATIVE — no keyword found | QUALITY: p3_value_what_matters: WEAK — only 1 keyword; may be coincidental
187,Reports Database:Collaborating for Community Impact: Our journey so far,other,LOW,UNCLASSIFIED — manual review needed,Unknown,NONE,UNKNOWN COUNTRY — manual review needed,,scraped_date_fallback,NONE,UNKNOWN YEAR — scraped date not used; set to null,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,,N/A,,,0,SECTOR: UNCLASSIFIED — manual review needed | COUNTRY: UNKNOWN COUNTRY — manual review needed | YEAR: UNKNOWN YEAR — scraped date not used; set to null | TYPE: ASSUMED EVALUATIVE — no keyword found
188,Reports Database:Getting Together: The impact of local Gingerbread groups on sin,housing,MEDIUM,NARROW margin over None (score diff=1),UK,HIGH,,2013,explicit_pattern,HIGH,,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,,N/A,,31.2,2,SECTOR: NARROW margin over None (score diff=1) | TYPE: ASSUMED EVALUATIVE — no keyword found | QUALITY: p6_be_transparent: WEAK — only 1 keyword; may be coincidental | QUALITY: p7_verify_result: WEAK — only 1 keyword; may be coincidental
189,Reports Database:Send a Cow: Our Impact,agriculture_food,HIGH,,Kenya,LOW,TIED Kenya/Uganda,2012,modal_3000chars,LOW,LOW CONFIDENCE — may be reference year,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,,N/A,,25.0,3,COUNTRY: TIED Kenya/Uganda | YEAR: LOW CONFIDENCE — may be reference year | TYPE: ASSUMED EVALUATIVE — no keyword found | QUALITY: p4_only_material: WEAK — only 1 keyword; may be coincidental | QUALITY: p6_be_transparent: WEAK — only 1 keyword; may be coincidental | QUALITY: p8_be_responsive: WEAK — only 1 keyword; may be coincidental
190,Reports Database:Co-Operatives UK: Our impact in 2013,housing,MEDIUM,NARROW margin over None (score diff=1),UK,HIGH,,2013,modal_800chars,LOW,CHECK: only 1 occurrence,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,,N/A,,18.8,1,SECTOR: NARROW margin over None (score diff=1) | YEAR: CHECK: only 1 occurrence | TYPE: ASSUMED EVALUATIVE — no keyword found | QUALITY: p3_value_what_matters: WEAK — only 1 keyword; may be coincidental
191,Reports Database:Five Lamps Social Impact Report April 2013 – March 2014,employment,MEDIUM,NARROW margin over housing (score diff=1),UK,MEDIUM,NARROW margin (1),2013,explicit_pattern,HIGH,,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,,N/A,,31.2,3,SECTOR: NARROW margin over housing (score diff=1) | COUNTRY: NARROW margin (1) | TYPE: ASSUMED EVALUATIVE — no keyword found | QUALITY: p1_involve_stakeholders: WEAK — only 1 keyword; may be coincidental | QUALITY: p6_be_transparent: WEAK — only 1 keyword; may be coincidental | QUALITY: p7_verify_result: WEAK — only 1 keyword; may be coincidental
192,Reports Database:Achievement for All Impact Report 2013/14,education,MEDIUM,,UK,MEDIUM,NARROW margin (1),2013,explicit_pattern,HIGH,,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,,N/A,,25.0,3,COUNTRY: NARROW margin (1) | TYPE: ASSUMED EVALUATIVE — no keyword found | QUALITY: p1_involve_stakeholders: WEAK — only 1 keyword; may be coincidental | QUALITY: p3_value_what_matters: WEAK — only 1 keyword; may be coincidental | QUALITY: p6_be_transparent: Verify: generic terms may produce false positives
193,Reports Database:The Outward Bound Trust Impact Report 2009,education,HIGH,,UK,MEDIUM,NARROW margin (1),2009,modal_800chars,LOW,CHECK: only 1 occurrence,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,,N/A,,37.5,2,COUNTRY: NARROW margin (1) | YEAR: CHECK: only 1 occurrence | TYPE: ASSUMED EVALUATIVE — no keyword found | QUALITY: p6_be_transparent: WEAK — only 1 keyword; may be coincidental | QUALITY: p7_verify_result: WEAK — only 1 keyword; may be coincidental
194,Reports Database:Community investment by social housing organisations: measuring,housing,HIGH,,Unknown,NONE,UNKNOWN COUNTRY — manual review needed,2012,explicit_pattern,HIGH,,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,,N/A,,31.2,2,COUNTRY: UNKNOWN COUNTRY — manual review needed | TYPE: ASSUMED EVALUATIVE — no keyword found | QUALITY: p1_involve_stakeholders: WEAK — only 1 keyword; may be coincidental | QUALITY: p6_be_transparent: Verify: generic terms may produce false positives
195,Reports Database:Cornerstone Partnership Social Impact Report,disability,LOW,TIED between disability and education — ambiguous,UK,MEDIUM,NARROW margin (1),2014,modal_800chars,LOW,CHECK: only 1 occurrence,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,,N/A,,25.0,4,SECTOR: TIED between disability and education — ambiguous | COUNTRY: NARROW margin (1) | YEAR: CHECK: only 1 occurrence | TYPE: ASSUMED EVALUATIVE — no keyword found | QUALITY: p2_understand_changes: WEAK — only 1 keyword; may be coincidental | QUALITY: p3_value_what_matters: WEAK — only 1 keyword; may be coincidental | QUALITY: p6_be_transparent: WEAK — only 1 keyword; may be coincidental | QUALITY: p7_verify_result: WEAK — only 1 keyword; may be coincidental
196,Reports Database:UnityTrust Bank: Our Social Lending Impact 2013,housing,LOW,TIED between housing and employment — ambiguous,Unknown,NONE,UNKNOWN COUNTRY — manual review needed,2013,modal_800chars,MEDIUM,,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,,N/A,,18.8,2,SECTOR: TIED between housing and employment — ambiguous | COUNTRY: UNKNOWN COUNTRY — manual review needed | TYPE: ASSUMED EVALUATIVE — no keyword found | QUALITY: p3_value_what_matters: WEAK — only 1 keyword; may be coincidental | QUALITY: p7_verify_result: WEAK — only 1 keyword; may be coincidental
197,Reports Database:arc Impact Report Autumn 2014,employment,MEDIUM,NARROW margin over housing (score diff=1),UK,MEDIUM,,2014,modal_800chars,LOW,CHECK: only 1 occurrence,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,,N/A,,25.0,3,SECTOR: NARROW margin over housing (score diff=1) | YEAR: CHECK: only 1 occurrence | TYPE: ASSUMED EVALUATIVE — no keyword found | QUALITY: p3_value_what_matters: WEAK — only 1 keyword; may be coincidental | QUALITY: p6_be_transparent: WEAK — only 1 keyword; may be coincidental | QUALITY: p7_verify_result: WEAK — only 1 keyword; may be coincidental
198,Reports Database:SkillForce Social Impact Report 2013,education,HIGH,,UK,HIGH,,2013,modal_800chars,LOW,CHECK: only 1 occurrence,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,,N/A,,12.5,1,YEAR: CHECK: only 1 occurrence | TYPE: ASSUMED EVALUATIVE — no keyword found | QUALITY: p8_be_responsive: WEAK — only 1 keyword; may be coincidental
199,Reports Database:SolarAid Impact Report 2014,education,MEDIUM,NARROW margin over agriculture_food (score diff=1),UK,LOW,TIED UK/Kenya,2020,modal_800chars,MEDIUM,,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,,N/A,,18.8,2,SECTOR: NARROW margin over agriculture_food (score diff=1) | COUNTRY: TIED UK/Kenya | TYPE: ASSUMED EVALUATIVE — no keyword found | QUALITY: p6_be_transparent: WEAK — only 1 keyword; may be coincidental | QUALITY: p8_be_responsive: WEAK — only 1 keyword; may be coincidental
200,Reports Database:Harrogate & Ripon Centres of Voluntary Service Impact Report 20,health,LOW,TIED between health and community — ambiguous,UK,MEDIUM,NARROW margin (1),2013,modal_800chars,LOW,CHECK: only 1 occurrence,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,,N/A,,37.5,3,SECTOR: TIED between health and community — ambiguous | COUNTRY: NARROW margin (1) | YEAR: CHECK: only 1 occurrence | TYPE: ASSUMED EVALUATIVE — no keyword found | QUALITY: p3_value_what_matters: WEAK — only 1 keyword; may be coincidental | QUALITY: p6_be_transparent: WEAK — only 1 keyword; may be coincidental | QUALITY: p7_verify_result: WEAK — only 1 keyword; may be coincidental
201,Reports Database:Golden Lane Housing Social Impact Report 2014,disability,LOW,TIED between disability and housing — ambiguous,UK,MEDIUM,NARROW margin (1),2014,modal_800chars,MEDIUM,,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,,N/A,,56.2,1,SECTOR: TIED between disability and housing — ambiguous | COUNTRY: NARROW margin (1) | TYPE: ASSUMED EVALUATIVE — no keyword found | QUALITY: p1_involve_stakeholders: WEAK — only 1 keyword; may be coincidental
202,Reports Database:Impact of WEA Adult Education 2014,education,HIGH,,UK,MEDIUM,NARROW margin (1),2014,explicit_pattern,HIGH,,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,,N/A,,43.8,3,COUNTRY: NARROW margin (1) | TYPE: ASSUMED EVALUATIVE — no keyword found | QUALITY: p3_value_what_matters: WEAK — only 1 keyword; may be coincidental | QUALITY: p4_only_material: WEAK — only 1 keyword; may be coincidental | QUALITY: p7_verify_result: WEAK — only 1 keyword; may be coincidental
203,Reports Database:Unlocking the Power Together: Fairtrade Annual Impact Report,education,MEDIUM,,South Africa,MEDIUM,NARROW margin (1),2013,modal_800chars,MEDIUM,,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,,N/A,,25.0,3,COUNTRY: NARROW margin (1) | TYPE: ASSUMED EVALUATIVE — no keyword found | QUALITY: p3_value_what_matters: WEAK — only 1 keyword; may be coincidental | QUALITY: p6_be_transparent: WEAK — only 1 keyword; may be coincidental | QUALITY: p8_be_responsive: WEAK — only 1 keyword; may be coincidental
204,Reports Database:Oxfam: Cambodia Impact Report,education,LOW,TIED between education and agriculture_food — ambiguous,Cambodia,MEDIUM,NARROW margin (1),2014,explicit_pattern,HIGH,,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,,N/A,,56.2,2,SECTOR: TIED between education and agriculture_food — ambiguous | COUNTRY: NARROW margin (1) | TYPE: ASSUMED EVALUATIVE — no keyword found | QUALITY: p3_value_what_matters: WEAK — only 1 keyword; may be coincidental | QUALITY: p6_be_transparent: Verify: generic terms may produce false positives
205,Reports Database:Exeter CVS Impact Report 2013-2014,employment,LOW,TIED between employment and education — ambiguous,Unknown,NONE,UNKNOWN COUNTRY — manual review needed,2013,modal_800chars,LOW,CHECK: only 1 occurrence,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,,N/A,,56.2,4,SECTOR: TIED between employment and education — ambiguous | COUNTRY: UNKNOWN COUNTRY — manual review needed | YEAR: CHECK: only 1 occurrence | TYPE: ASSUMED EVALUATIVE — no keyword found | QUALITY: p4_only_material: WEAK — only 1 keyword; may be coincidental | QUALITY: p6_be_transparent: WEAK — only 1 keyword; may be coincidental | QUALITY: p7_verify_result: WEAK — only 1 keyword; may be coincidental | QUALITY: p8_be_responsive: WEAK — only 1 keyword; may be coincidental
206,Reports Database:National Youth Agency (NYA) Impact Report 2014,youth,MEDIUM,NARROW margin over employment (score diff=1),UK,MEDIUM,NARROW margin (1),2013,modal_800chars,LOW,CHECK: only 1 occurrence,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,,N/A,,18.8,3,SECTOR: NARROW margin over employment (score diff=1) | COUNTRY: NARROW margin (1) | YEAR: CHECK: only 1 occurrence | TYPE: ASSUMED EVALUATIVE — no keyword found | QUALITY: p1_involve_stakeholders: WEAK — only 1 keyword; may be coincidental | QUALITY: p2_understand_changes: WEAK — only 1 keyword; may be coincidental | QUALITY: p6_be_transparent: WEAK — only 1 keyword; may be coincidental
207,Reports Database:Co-Operatives UK Impact Report 2014,employment,MEDIUM,NARROW margin over education (score diff=1),UK,MEDIUM,,2014,modal_800chars,MEDIUM,,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,,N/A,,18.8,2,SECTOR: NARROW margin over education (score diff=1) | TYPE: ASSUMED EVALUATIVE — no keyword found | QUALITY: p1_involve_stakeholders: WEAK — only 1 keyword; may be coincidental | QUALITY: p7_verify_result: WEAK — only 1 keyword; may be coincidental
208,Reports Database:Priced out: The plight of low income families and young people ,social_inclusion,MEDIUM,,UK,HIGH,,2012,explicit_pattern,HIGH,,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,,N/A,,43.8,2,TYPE: ASSUMED EVALUATIVE — no keyword found | QUALITY: p1_involve_stakeholders: WEAK — only 1 keyword; may be coincidental | QUALITY: p4_only_material: WEAK — only 1 keyword; may be coincidental
209,Reports Database:Every night you cry: The realities of having a parent in prison,justice,MEDIUM,,UK,HIGH,,2009,explicit_pattern,HIGH,,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,,N/A,,12.5,1,TYPE: ASSUMED EVALUATIVE — no keyword found | QUALITY: p1_involve_stakeholders: WEAK — only 1 keyword; may be coincidental
210,"Reports Database:HCT Group Impact Report 2014: National Vision, Local Impact",education,MEDIUM,NARROW margin over disability (score diff=1),UK,HIGH,,2014,modal_800chars,LOW,CHECK: only 1 occurrence,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,,N/A,,25.0,2,SECTOR: NARROW margin over disability (score diff=1) | YEAR: CHECK: only 1 occurrence | TYPE: ASSUMED EVALUATIVE — no keyword found | QUALITY: p1_involve_stakeholders: WEAK — only 1 keyword; may be coincidental | QUALITY: p7_verify_result: WEAK — only 1 keyword; may be coincidental
211,"Reports Database:Reminiscence Arts and Dementia Care: Impact on Quality of Life,",arts_culture,MEDIUM,NARROW margin over elderly (score diff=1),UK,MEDIUM,NARROW margin (1),2014,explicit_pattern,HIGH,,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,,N/A,,37.5,3,SECTOR: NARROW margin over elderly (score diff=1) | COUNTRY: NARROW margin (1) | TYPE: ASSUMED EVALUATIVE — no keyword found | QUALITY: p3_value_what_matters: WEAK — only 1 keyword; may be coincidental | QUALITY: p6_be_transparent: WEAK — only 1 keyword; may be coincidental | QUALITY: p7_verify_result: WEAK — only 1 keyword; may be coincidental
212,Reports Database:Victim Support Impact Report 2013/14,health,LOW,TIED between health and justice — ambiguous,UK,MEDIUM,,2015,explicit_pattern,HIGH,,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,,N/A,,25.0,3,SECTOR: TIED between health and justice — ambiguous | TYPE: ASSUMED EVALUATIVE — no keyword found | QUALITY: p1_involve_stakeholders: WEAK — only 1 keyword; may be coincidental | QUALITY: p3_value_what_matters: WEAK — only 1 keyword; may be coincidental | QUALITY: p8_be_responsive: WEAK — only 1 keyword; may be coincidental
213,Reports Database:The Downtown Outreach Addiction Partnership Team (DOAP) Program,health,LOW,TIED between health and housing — ambiguous,Canada,MEDIUM,NARROW margin (1),2013,modal_3000chars,LOW,LOW CONFIDENCE — may be reference year,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,,N/A,,31.2,2,SECTOR: TIED between health and housing — ambiguous | COUNTRY: NARROW margin (1) | YEAR: LOW CONFIDENCE — may be reference year | TYPE: ASSUMED EVALUATIVE — no keyword found | QUALITY: p3_value_what_matters: WEAK — only 1 keyword; may be coincidental | QUALITY: p7_verify_result: WEAK — only 1 keyword; may be coincidental
214,Reports Database:The evaluation of the Community Support for Offenders’ Families,justice,HIGH,,UK,HIGH,,2015,modal_3000chars,LOW,LOW CONFIDENCE — may be reference year,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,,N/A,,37.5,1,YEAR: LOW CONFIDENCE — may be reference year | TYPE: ASSUMED EVALUATIVE — no keyword found | QUALITY: p7_verify_result: WEAK — only 1 keyword; may be coincidental
215,Reports Database:Night Shelter Impact Report 2013/14,housing,HIGH,,UK,MEDIUM,NARROW margin (1),2013,modal_800chars,LOW,CHECK: only 1 occurrence,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,,N/A,,18.8,1,COUNTRY: NARROW margin (1) | YEAR: CHECK: only 1 occurrence | TYPE: ASSUMED EVALUATIVE — no keyword found | QUALITY: p6_be_transparent: WEAK — only 1 keyword; may be coincidental
216,Reports Database:Crisis impact report 2013-2014,housing,MEDIUM,,UK,HIGH,,2013,explicit_pattern,HIGH,,Evaluative,assumed_evaluative,LOW,ASSUMED EVALUATIVE — no keyword found,,N/A,,25.0,3,TYPE: ASSUMED EVALUATIVE — no keyword found | QUALITY: p1_involve_stakeholders: WEAK — only 1 keyword; may be coincidental | QUALITY: p6_be_transparent: WEAK — only 1 keyword; may be coincidental | QUALITY: p7_verify_result: WEAK — only 1 keyword; may be coincidental
